C1,C2,Bounty,Strength
2s,Th,A,0.328125
3s,4h,5,0.328125
3s,9h,8,0.328125
4s,6h,3,0.3275
5s,6h,4,0.326875
3s,4h,J,0.32625
3s,Th,K,0.32625
5s,7h,6,0.32625
2s,3h,8,0.325625
3s,4s,Q,0.325
2s,3s,6,0.324375
3s,6h,2,0.324375
3s,8h,J,0.324375
4s,7h,5,0.32375
3s,4h,4,0.323125
4s,6h,4,0.323125
2s,6s,K,0.3225
3s,4h,K,0.321875
3s,7h,J,0.321875
3s,4h,A,0.32125
2s,9h,6,0.320625
2s,7s,6,0.32
2s,5h,3,0.319375
2s,6h,T,0.319375
2s,3s,8,0.31875
3s,4h,7,0.31875
4s,5h,T,0.31875
2s,5h,Q,0.318125
2s,6s,7,0.3175
3s,6s,4,0.316875
2s,3h,3,0.31625
2s,4h,J,0.31625
2s,6h,5,0.315625
2s,Th,3,0.315625
3s,8h,Q,0.315625
2s,3h,A,0.315
4s,5h,4,0.315
2s,7s,K,0.31375
3s,6s,6,0.31375
4s,6h,8,0.31375
4s,5h,6,0.313125
2s,3h,4,0.3125
2s,8h,J,0.3125
3s,6s,J,0.311875
3s,6h,J,0.311875
5s,7h,5,0.311875
3s,5h,K,0.31125
3s,8h,9,0.31125
3s,8h,K,0.31125
2s,3h,9,0.310625
4s,5h,9,0.310625
4s,5s,Q,0.310625
2s,3s,5,0.31
2s,4s,8,0.31
2s,6h,2,0.31
3s,5h,5,0.31
3s,7s,3,0.31
3s,4h,T,0.309375
5s,8h,8,0.30875
2s,7h,5,0.3075
3s,5h,4,0.3075
3s,5h,Q,0.30625
3s,6h,5,0.305625
2s,3s,K,0.305
2s,5s,9,0.305
3s,6h,9,0.304375
2s,3s,3,0.30375
2s,3s,A,0.30375
3s,7h,T,0.30375
3s,4s,J,0.303125
2s,7h,7,0.301875
2s,8s,T,0.30125
2s,8h,Q,0.30125
2s,4s,J,0.300625
2s,4s,A,0.3
2s,5h,J,0.3
2s,6h,7,0.3
2s,6s,4,0.299375
6s,7h,4,0.299375
2s,5h,T,0.29875
3s,4h,9,0.29875
3s,8h,3,0.29875
3s,4s,T,0.2975
2s,4h,6,0.296875
4s,6h,Q,0.296875
5s,6h,7,0.296875
2s,4h,5,0.29625
2s,4h,9,0.295625
2s,7h,3,0.295625
2s,4h,2,0.295
2s,7s,8,0.295
2s,7h,2,0.294375
3s,5h,3,0.294375
2s,Th,Q,0.293125
3s,6h,6,0.2925
2s,9h,5,0.29125
3s,8h,4,0.29125
3s,8h,7,0.289375
2s,4s,T,0.286875
3s,4h,8,0.286875
2s,7h,6,0.28625
2s,8h,3,0.28625
2s,7h,J,0.285
2s,8h,K,0.285
2s,5h,7,0.284375
3s,6h,4,0.28375
2s,3h,7,0.280625
3s,7h,Q,0.280625
2s,3h,2,0.28
3s,4s,9,0.279375
2s,6h,Q,0.27875
2s,4h,8,0.27625
3s,5h,8,0.27625
2s,3h,K,0.2725
2s,5h,K,0.27125
2s,6h,K,0.2675
2s,5s,T,0.266875
2s,3h,6,0.2625
2s,6h,9,0.259375
2s,6h,8,0.25875
2s,5h,5,0.25625
2s,4h,K,0.255
2s,4h,4,0.245625
2s,4h,Q,0.2425
2s,3h,5,0.239375
2s,3h,Q,0.23125
2s,5h,4,0.2025
